User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Age,Location,Theme,Description,Relevance,Type
4f56339d,1021557482,9,Hidden Forest,Claire Brown,1991.0,Vintage Books,60,"Gautier, None",,,,
5eeecd65,4069743339,5,Secret Tale: Legacy of Dream,James Williams,2011.0,Vintage Books,56,"BodinBourg, None",,,,
6f8910a8,6070280643,8,Silent Dream,David Miller,2001.0,Simon & Schuster,80,"Dijoux, None",,,,
6f8910a8,0439139597,9,Eternal Empire (Real ISBN),David Williams,1993.0,Cambridge Press,80,"Dijoux, None",,,,
4b343c2a,6106742840,7,First Dawn,James Taylor,2020.0,Hachette,35,"Gautierdan, None",,,,
9fe0e8eb,2788175751,7,Golden Dawn,William Moore,1953.0,Bloomsbury,25,"Didierdan, None",,,,
20be29f7,7146000442,10,Brave Chronicle,James Jackson,2013.0,Penguin Books,48,"Sainte Nathnec, None",,,,
f9f3c9c5,4855541949,9,Modern Tale,Daniel Anderson,1998.0,Penguin Books,63,"Bouvier-sur-Mer, None",,,,
db4bf5e5,8118898855,4,Brave Light: Light of Garden,Charles Martin,1999.0,Scholastic,55,"Leblanc, None",,,,
650f766b,3075353063,5,Endless Star: Mystery of Dusk,Sophie Moore,2006.0,Hachette,15,"Macenec, None",,,,
6cb096e0,0618260307,6,Brave Ocean (Real ISBN),Sarah Garcia,2003.0,Bloomsbury,34,"Charpentierboeuf, None",,,,
20bb7000,6876315480,7,Forgotten Dawn,Daniel Taylor,2011.0,Cambridge Press,43,"Huetdan, None",,,,
f9f3c9c5,8023296690,7,Lost Mountain: Garden of Journey,Sophie Brown,,Oxford Press,63,"Bouvier-sur-Mer, None",,,,
0615b4e4,4929329618,6,Dark Chronicle,John Williams,1974.0,HarperCollins,31,"Saint Christophe-les-Bains, None",,,,
32488c3c,4440793987,7,Endless Shadow,Sophie Garcia,1972.0,Simon & Schuster,51,"Saint Josettedan, None",,,,
1de642f6,9089161041,10,Broken Mountain,Maria Davis,1960.0,Vintage Books,17,"Hubert, None",,,,
259b69ff,2058860942,10,First World,William Jones,1954.0,Macmillan,82,"Duhamel-sur-Leclerc, None",,,,
6c5ca55b,7180640408,9,Modern Mystery: Light of Chronicle,Maria Johnson,1962.0,Hachette,47,"Saint Alain-sur-Mer, None",,,,
03b87354,3033624402,7,Eternal Journey: Empire of Song,Alice Harris,1988.0,Random House,38,"Legrand, None",,,,
de7bf279,2693599791,6,The Great Path,William Martinez,1959.0,Crown Publishing,38,"Leblanc-sur-Mer, None",,,,
26ca538b,1419654711,6,The Great River,John Thomas,1979.0,Penguin Books,83,"Rossi, None",,,,
71235ffe,2558136940,9,First Tower,Emily Moore,1964.0,Cambridge Press,35,"Baron, None",,,,
1de642f6,8736607385,7,Broken Song,Anna Johnson,1993.0,HarperCollins,17,"Hubert, None",,,,
35f87b48,6814349903,9,Secret Mystery: Mountain of Dusk,David Garcia,2003.0,Cambridge Press,46,"Saint Alexandrie-la-Forêt, None",,,,
9526cc49,7188803026,3,First Dusk: Tower of Fire,Emily Martinez,1964.0,HarperCollins,52,"Saint MarineBourg, None",,,,
43cf0bf1,6867661946,10,Endless Tale,George Lee,2001.0,Bloomsbury,17,"Arnauddan, None",,,,
20bb7000,0439064872,8,Dark Forest (Real ISBN),George Miller,1970.0,Vintage Books,43,"Huetdan, None",,,,
bda5a4d1,3411027389,9,Dark Fire,David Jones,1998.0,Hachette,66,"Lefebvre, None",,,,
bf1f4558,7240150760,8,Silent Mountain,James Garcia,1990.0,Oxford Press,75,"Alexandre-la-Forêt, None",,,,
def827cc,6945759328,8,Secret Star,William Moore,2004.0,Crown Publishing,29,"Sainte ValentineBourg, None",,,,
a91408a7,5566593477,8,The Great Horizon: Moon of Journey,Emily Garcia,1974.0,HarperCollins,48,"Delaunay, None",,,,
71235ffe,8007915544,8,Hidden Tower: Mystery of World,Charles Moore,2022.0,Penguin Books,35,"Baron, None",,,,
4f4bc85b,6247033847,9,Silver Tale,Alice Harris,1979.0,Simon & Schuster,80,"Millet-sur-Duhamel, None",,,,
4f4bc85b,7875024467,7,Forgotten Dusk,James Taylor,1954.0,Random House,80,"Millet-sur-Duhamel, None",,,,
3d7d57c9,4855541949,9,Modern Tale,Daniel Anderson,1998.0,Penguin Books,29,"Caron-la-Forêt, None",,,,
e8ead281,4238808321,7,Eternal Wind,Charles Miller,1975.0,Penguin Books,75,"Hamelnec, None",,,,
27e17d0a,4855541949,7,Modern Tale,Daniel Anderson,1998.0,Penguin Books,36,"Mailletnec, None",,,,
f8b00b3b,9401354347,8,Broken Mystery,John Brown,2021.0,Oxford Press,33,"Hernandez, None",,,,
29219ced,8607273334,7,Brave River: Horizon of Light,Anna Smith,1980.0,Simon & Schuster,45,"Boulanger, None",,,,
3987cb78,3297066316,6,Silver Horizon,Robert Miller,2014.0,Penguin Books,28,"Lemonniernec, None",,,,
edfffdfa,7147300163,9,Lost Mystery,Laura Smith,1987.0,Simon & Schuster,34,"Saint Thérèse-les-Bains, None",,,,
03b87354,1076114328,10,Hidden Dusk: Kingdom of River,Thomas Rodriguez,2017.0,Hachette,38,"Legrand, None",,,,
56122779,3967842739,9,First Moon: Horizon of Mountain,Sophie Thomas,1952.0,Hachette,48,"Guillou, None",,,,
807b06fe,8023296690,5,Lost Mountain: Garden of Journey,Sophie Brown,,Oxford Press,56,"Saint Hélène, None",,,,
a91408a7,5886702828,9,Eternal Kingdom: Light of Shadow,Daniel Williams,1982.0,Simon & Schuster,48,"Delaunay, None",,,,
af8965a7,8645735377,5,Golden Storm: Horizon of World,Emma Davis,2008.0,Scholastic,84,"Wagner, None",,,,
dc62e3d3,0142437204,5,First Sun (Real ISBN),Emily Moore,1958.0,Bloomsbury,31,"DelmasBourg, None",,,,
5b899d59,3179686086,7,Modern Dream: Garden of Dawn,Michael Davis,2003.0,Vintage Books,46,"Delannoy, None",,,,
95aa29da,3023862147,8,Dark Kingdom,Daniel Jones,2005.0,Penguin Books,76,"Sainte Gilbert, None",,,,
72e209a8,4620713808,4,Endless Wind: Chronicle of Legacy,George Lee,1992.0,Vintage Books,75,"Delattre, None",,,,
d3bf34fa,9472914647,8,The Great Song: Star of Legacy,George Taylor,2000.0,Macmillan,36,"Buisson, None",,,,
0caf653d,3075353063,8,Endless Star: Mystery of Dusk,Sophie Moore,2006.0,Hachette,71,"Saint Antoinette-la-Forêt, None",,,,
6cb096e0,5168133184,9,Modern Mountain,Auteur Inconnu,1973.0,Crown Publishing,34,"Charpentierboeuf, None",,,,
92609be1,2130396979,7,Wild Dawn,Laura Lee,2015.0,Macmillan,57,"Bertinnec, None",,,,
fca5d4d7,8581821138,8,Wild Moon: Horizon of City,David Jones,2003.0,Oxford Press,29,"Saint Lucie, None",,,,
2975b59c,4118170295,7,Sacred Tale,Maria Taylor,1954.0,Oxford Press,23,"Delorme, None",,,,
3ddb1bf3,8330458009,9,Modern Bridge,Robert Lee,1972.0,Simon & Schuster,29,"Sainte Christophe-les-Bains, None",,,,
9526cc49,3502911195,10,Hidden Chronicle,Michael Taylor,1962.0,Bloomsbury,52,"Saint MarineBourg, None",,,,
2e73f027,4529194335,6,The Great Kingdom: Chronicle of Sun,Alice Moore,2013.0,Crown Publishing,33,"Lebrun, None",,,,
5b3e7c5a,9855929658,8,The Great Moon,James Jones,1976.0,Macmillan,52,"Lambert-sur-Lucas, None",,,,
4a0d8916,0345339711,6,Silent Kingdom (Real ISBN),Alice Taylor,1983.0,Bloomsbury,58,"Sanchez, None",,,,
b715c859,7314247767,6,Hidden Moon: Horizon of Tower,George Miller,2004.0,Vintage Books,16,"Chauveau, None",,,,
4b49dfa1,2130396979,8,Wild Dawn,Laura Lee,2015.0,Macmillan,38,"Sainte Matthieu, None",,,,
af8965a7,6814349903,8,Secret Mystery: Mountain of Dusk,David Garcia,2003.0,Cambridge Press,84,"Wagner, None",,,,
e9fdcae6,0345339738,9,Silent Fire (Real ISBN),Emma Jackson,2021.0,Oxford Press,52,"Saint Manon, None",,,,
4666818e,2188737964,7,Digital Tower: Ocean of Kingdom,Charles Martinez,1987.0,Vintage Books,82,"Saint Marcelle, None",,,,
f41736a3,8428859866,8,Wild Tower: Path of Tale,Sophie Johnson,1981.0,Random House,21,"Pichon-sur-Mer, None",,,,
50655f8b,8581821138,9,Wild Moon: Horizon of City,David Jones,2003.0,Oxford Press,63,"Raynaud-sur-Jean, None",,,,
2970e305,9752694229,9,Dark Kingdom,Laura Martinez,1950.0,Hachette,38,"CostaVille, None",,,,
3f25f890,5044589927,6,Broken Horizon,Daniel Garcia,2010.0,Simon & Schuster,25,"Martin-sur-Leblanc, None",,,,
57f36835,2778442914,7,Hidden Legacy,Sarah Thomas,2002.0,Scholastic,48,"Teixeira, None",,,,
dd2097ac,8118898855,7,Brave Light: Light of Garden,Charles Martin,1999.0,Scholastic,82,"Fouquet-sur-Rivière, None",,,,
34ed34a6,7216293207,8,Brave Dream,Michael Garcia,1993.0,Hachette,26,"Moreno, None",,,,
a6bfdd6c,4812530493,9,Hidden Storm: Wind of Dawn,Emma Martinez,2011.0,Vintage Books,73,"Techer, None",,,,
9faf8447,0345339711,9,Silent Kingdom (Real ISBN),Alice Taylor,1983.0,Bloomsbury,31,"Dupont, None",,,,
a935e953,9790943877,7,Wild Star,Robert Moore,1977.0,Vintage Books,41,"Sainte Alainnec, None",,,,
ea322fd0,8645735377,10,Golden Storm: Horizon of World,Emma Davis,2008.0,Scholastic,52,"Pascal-sur-Morin, None",,,,
77b97e62,6422558474,8,Endless Kingdom,Claire Rodriguez,1989.0,Bloomsbury,49,"GoncalvesBourg, None",,,,
a935e953,5044589927,10,Broken Horizon,Daniel Garcia,2010.0,Simon & Schuster,41,"Sainte Alainnec, None",,,,
d31dba26,7620276445,9,Silver Ocean: City of River,Alice Thomas,1972.0,Random House,18,"Saint Charlotte-sur-Mer, None",,,,
68c5b895,8053904914,9,Broken Forest,David Jackson,1993.0,Simon & Schuster,78,"Saint Juliette, None",,,,
4f4bc85b,3033624402,4,Eternal Journey: Empire of Song,Alice Harris,1988.0,Random House,80,"Millet-sur-Duhamel, None",,,,
7aa42fef,6422558474,3,Endless Kingdom,Claire Rodriguez,1989.0,Bloomsbury,23,"Breton, None",,,,
f12cee00,5371524054,7,Last City,Emily Anderson,2011.0,Cambridge Press,52,"Saint Matthieudan, None",,,,
fca5d4d7,6120910131,10,Forgotten Forest,Sophie Johnson,1962.0,Cambridge Press,29,"Saint Lucie, None",,,,
a7c2220c,3859390034,9,Secret Mystery,Charles Martinez,1987.0,HarperCollins,47,"Auger, None",,,,
edfffdfa,4803159902,9,Dark Mystery: Storm of World,Charles Moore,1970.0,Crown Publishing,34,"Saint Thérèse-les-Bains, None",,,,
bf8253b1,0451524934,8,Lost Horizon (Real ISBN),Sophie Garcia,1951.0,Crown Publishing,42,"Foucher, None",,,,
c74e411e,4756103861,8,The Great Fire: Sun of River,Charles Thompson,1987.0,Random House,53,"Lefebvre, None",,,,
75832de7,2171030477,8,Silent Wind,William Anderson,2014.0,Penguin Books,23,"Carpentier-sur-Chauvet, None",,,,
a08b1179,9000112700,7,Wild Ocean: Mystery of Ocean,John Thomas,1995.0,Bloomsbury,79,"Saint Constance, None",,,,
56122779,3122395882,6,Last River,David Taylor,2008.0,Scholastic,48,"Guillou, None",,,,
2b7982c5,8912396797,10,Hidden Tale: Forest of Ocean,Anna Moore,1968.0,Vintage Books,27,"Sanchez, None",,,,
4017a3e2,8530377649,8,Eternal Tower,James Jones,1972.0,Bloomsbury,79,"Thomas, None",,,,
21f9a4c4,7054704639,5,Lost Dawn,James Brown,1963.0,Penguin Books,36,"Aubry, None",,,,
34ed34a6,1419654711,9,The Great River,John Thomas,1979.0,Penguin Books,26,"Moreno, None",,,,
d31dba26,0345339711,6,Silent Kingdom (Real ISBN),Alice Taylor,1983.0,Bloomsbury,18,"Saint Charlotte-sur-Mer, None",,,,
f9bcb1dd,5371524054,8,Last City,Emily Anderson,2011.0,Cambridge Press,79,"Perez, None",,,,
a2f09487,9858460864,9,Ancient Mountain,Charles Miller,2002.0,Penguin Books,49,"Sainte Auguste, None",,,,
5eeecd65,8962669290,6,Sacred Wind: Kingdom of Bridge,Anna Williams,1977.0,Cambridge Press,56,"BodinBourg, None",,,,
a91408a7,5557041016,9,Dark Path,David Taylor,1999.0,Hachette,48,"Delaunay, None",,,,
9893f519,9199566396,5,The Great Mountain,Laura Williams,1995.0,Cambridge Press,64,"Deschamps, None",,,,
015676d0,4111570091,6,Silver Wind: Shadow of Storm,James Garcia,1990.0,Cambridge Press,53,"Vidal-sur-Mer, None",,,,
dc62e3d3,5821877621,7,Ancient World: Chronicle of Sun,George Jackson,1953.0,Oxford Press,31,"DelmasBourg, None",,,,
c7da3077,3351541706,6,Digital Wind,Anna Brown,1989.0,Penguin Books,65,"Sauvagenec, None",,,,
51c9111e,5371524054,6,Last City,Emily Anderson,2011.0,Cambridge Press,20,"Mercierboeuf, None",,,,
c74e411e,3075353063,7,Endless Star: Mystery of Dusk,Sophie Moore,2006.0,Hachette,53,"Lefebvre, None",,,,
4b0a4d5d,3775265003,7,Ancient Mountain,William Harris,2004.0,Hachette,34,"Maillotdan, None",,,,
0615b4e4,3143879504,10,Dark World: Wind of Journey,Sarah Williams,1981.0,Cambridge Press,31,"Saint Christophe-les-Bains, None",,,,
9faf8447,3143879504,8,Dark World: Wind of Journey,Sarah Williams,1981.0,Cambridge Press,31,"Dupont, None",,,,
4f56339d,8602133517,7,Broken Garden: Tower of Bridge,Anna Thompson,2021.0,Oxford Press,60,"Gautier, None",,,,
2970e305,5738799711,6,Lost Moon: Dusk of Dawn,William Miller,2023.0,Oxford Press,38,"CostaVille, None",,,,
3d31f94d,6355896221,6,Dark Chronicle: Bridge of Song,Charles Taylor,2006.0,Cambridge Press,61,"Guérin-sur-Reynaud, None",,,,
807b06fe,8337603120,9,Digital Journey: Wind of Legacy,John Martinez,2001.0,Vintage Books,56,"Saint Hélène, None",,,,
db4b3227,9613997196,8,First City,Olivia Williams,2000.0,Macmillan,16,"Thibaultdan, None",,,,
77b97e62,1846291686,4,Dark Mystery,Michael Martin,1951.0,Crown Publishing,49,"GoncalvesBourg, None",,,,
87986496,5237671876,8,Secret Legacy: Dream of Sun,Maria Smith,1960.0,Crown Publishing,45,"Bernier, None",,,,
03b87354,1181736524,8,Sacred Storm,Sophie Anderson,1966.0,Simon & Schuster,38,"Legrand, None",,,,
c558874e,6945759328,9,Secret Star,William Moore,2004.0,Crown Publishing,21,"Lemairedan, None",,,,
b2a92e00,4115052944,5,Dark River,Michael Thompson,1969.0,HarperCollins,49,"Fernandez, None",,,,
68c5b895,7044237213,8,Dark City,Alice Anderson,1968.0,Hachette,78,"Saint Juliette, None",,,,
31465cfa,5936334404,6,Wild Song,Michael Lee,2014.0,Cambridge Press,40,"Lemaire, None",,,,
f01cc4eb,7875024467,10,Forgotten Dusk,James Taylor,1954.0,Random House,85,"Lévêque-les-Bains, None",,,,
a64fe6b7,2130396979,9,Wild Dawn,Laura Lee,2015.0,Macmillan,21,"Sainte Jérôme, None",,,,
6c5ca55b,8063920549,5,Forgotten Chronicle,John Lee,1960.0,Bloomsbury,47,"Saint Alain-sur-Mer, None",,,,
eb7e1fae,6106742840,10,First Dawn,James Taylor,2020.0,Hachette,22,"Barondan, None",,,,
74e82020,1920780028,6,Eternal Chronicle: Ocean of Dream,Emma Davis,1965.0,Scholastic,38,"Rolland, None",,,,
c74e411e,9752694229,6,Dark Kingdom,Laura Martinez,1950.0,Hachette,53,"Lefebvre, None",,,,
52ec0e78,2778442914,7,Hidden Legacy,Sarah Thomas,2002.0,Scholastic,72,"Petitjeanboeuf, None",,,,
a08b1179,5873650801,5,Forgotten Mountain,Emma Martin,2009.0,Penguin Books,79,"Saint Constance, None",,,,
72e209a8,2515708632,7,Sacred Fire: Tower of Forest,Emma Harris,2016.0,Crown Publishing,75,"Delattre, None",,,,
1abd4bf7,8532138949,9,Golden Moon,Claire Johnson,2003.0,Scholastic,35,"Marin-sur-Baudry, None",,,,
3ddb1bf3,4081466261,6,Eternal Empire: Sun of Bridge,Emma Davis,1961.0,Hachette,29,"Sainte Christophe-les-Bains, None",,,,
2a49548b,1052907176,5,Ancient Path: Ocean of Legacy,Anna Martin,2009.0,Macmillan,31,"Saint Aurélie, None",,,,
2975b59c,1026403287,7,Dark Moon: Ocean of Sun,Charles Miller,1973.0,Oxford Press,23,"Delorme, None",,,,
ced92ffa,9699048148,5,Wild Tower,George Taylor,1986.0,Bloomsbury,65,"Rocher-sur-Godard, None",,,,
3ddb1bf3,9752694229,7,Dark Kingdom,Laura Martinez,1950.0,Hachette,29,"Sainte Christophe-les-Bains, None",,,,
bc39588e,2455098767,6,The Great Moon: Shadow of Kingdom,Alice Lee,2020.0,Penguin Books,60,"Sainte Laurence, None",,,,
77b97e62,4810990066,7,Silent City,Daniel Anderson,2013.0,Vintage Books,49,"GoncalvesBourg, None",,,,
03cf8f1e,4334645812,5,Golden Mountain,John Jones,1991.0,Oxford Press,51,"Da Silva, None",,,,
b3930f6a,3967842739,10,First Moon: Horizon of Mountain,Sophie Thomas,1952.0,Hachette,44,"Marty, None",,,,
95aa29da,3117838710,8,Ancient Mountain,Emily Brown,1967.0,Penguin Books,76,"Sainte Gilbert, None",,,,
e0fc229a,2515708632,9,Sacred Fire: Tower of Forest,Emma Harris,2016.0,Crown Publishing,58,"Da Silva-sur-Mer, None",,,,
6e68e379,4774604870,8,Secret Tale,David Jackson,1986.0,Penguin Books,21,"Sainte Maurice, None",,,,
2975b59c,2297641198,9,Silent City,Claire Taylor,2009.0,Vintage Books,23,"Delorme, None",,,,
e0fc229a,0385504209,6,Golden Legacy (Real ISBN),Daniel Thomas,2014.0,Vintage Books,58,"Da Silva-sur-Mer, None",,,,
bc39588e,4148616165,7,Forgotten Tower,Laura Moore,1962.0,Hachette,60,"Sainte Laurence, None",,,,
4b49dfa1,5328382381,9,Digital Sun: Moon of Dusk,Maria Martinez,1983.0,Random House,38,"Sainte Matthieu, None",,,,
2f21a249,1590367180,7,Silver Forest,Sarah Davis,2010.0,HarperCollins,57,"Duhamelnec, None",,,,
df2bec4c,4529194335,6,The Great Kingdom: Chronicle of Sun,Alice Moore,2013.0,Crown Publishing,52,"Saint Victoire, None",,,,
4b343c2a,9858460864,9,Ancient Mountain,Charles Miller,2002.0,Penguin Books,35,"Gautierdan, None",,,,
ca514c7c,8854034807,8,Golden Tower: Song of Dream,David Williams,1975.0,Random House,39,"Jacquesboeuf, None",,,,
59fd5976,7054704639,7,Lost Dawn,James Brown,1963.0,Penguin Books,25,"Saint Zacharie, None",,,,
860e5c19,6855035803,9,Modern Ocean: Garden of Dusk,Thomas Harris,1959.0,Scholastic,55,"Meuniernec, None",,,,
73bc7d27,2474353763,8,Eternal Dawn,George Lee,1961.0,Vintage Books,82,"Breton, None",,,,
686af81c,4775636006,8,Eternal Mountain,John Jackson,1986.0,Oxford Press,36,"Hervé, None",,,,
afb2fc68,8757003374,9,Secret Bridge,James Thompson,1987.0,Scholastic,34,"Sainte Jeanne-les-Bains, None",,,,
ddf1eed4,5172266428,7,First Tale: Bridge of World,Daniel Martin,,Random House,44,"Delmas-sur-Mer, None",,,,
6768617e,4855541949,6,Modern Tale,Daniel Anderson,1998.0,Penguin Books,76,"Jolynec, None",,,,
62612d95,8581821138,7,Wild Moon: Horizon of City,David Jones,2003.0,Oxford Press,18,"MorelBourg, None",,,,
3d31f94d,8566768791,6,Lost Mountain: Tale of Wind,Robert Garcia,2022.0,Simon & Schuster,61,"Guérin-sur-Reynaud, None",,,,
088694e3,7707099955,5,Sacred Dawn: Song of Storm,Alice Johnson,1978.0,Hachette,70,"Lagardenec, None",,,,
5076a5b6,4620713808,9,Endless Wind: Chronicle of Legacy,George Lee,1992.0,Vintage Books,65,"Salmon-sur-Mer, None",,,,
63cb4066,4465999099,10,Brave Fire,Sophie Martin,2009.0,Oxford Press,47,"Riou, None",,,,
d31dba26,1931448118,6,Forgotten Path,Robert Harris,1954.0,Penguin Books,18,"Saint Charlotte-sur-Mer, None",,,,
2b7982c5,7087445883,7,First Wind,George Harris,1978.0,Cambridge Press,27,"Sanchez, None",,,,
807b06fe,9405864904,9,Eternal Dusk,David Martin,1977.0,Hachette,56,"Saint Hélène, None",,,,
74e82020,0439139597,7,Eternal Empire (Real ISBN),David Williams,1993.0,Cambridge Press,38,"Rolland, None",,,,
35f87b48,3441695173,4,Secret Forest,Claire Martin,1956.0,Bloomsbury,46,"Saint Alexandrie-la-Forêt, None",,,,
6c66a236,8407122235,7,Eternal City,Alice Thompson,1984.0,Simon & Schuster,22,"GarnierBourg, None",,,,
885d6510,1280464174,6,Dark Empire,Charles White,1961.0,Vintage Books,40,"Rocher, None",,,,
4bb64b14,4855541949,8,Modern Tale,Daniel Anderson,1998.0,Penguin Books,68,"ArnaudVille, None",,,,
3517ed84,2337843204,8,Last Song: Mountain of Wind,David Moore,1999.0,Macmillan,31,"Barthelemy-sur-Riou, None",,,,
123350ea,7033400084,6,Golden Tower,George Lee,2004.0,Oxford Press,43,"Chrétien-les-Bains, None",,,,
27e17d0a,3326927524,7,Last Dusk: Tower of Mystery,Anna Davis,1961.0,Vintage Books,36,"Mailletnec, None",,,,
123350ea,1749315006,7,Endless Journey,Sophie Moore,1996.0,Vintage Books,43,"Chrétien-les-Bains, None",,,,
e29dd049,6876315480,6,Forgotten Dawn,Daniel Taylor,2011.0,Cambridge Press,37,"Camus, None",,,,
c74e411e,5738799711,6,Lost Moon: Dusk of Dawn,William Miller,2023.0,Oxford Press,53,"Lefebvre, None",,,,
e5290713,8049319315,8,Silver Dream: Kingdom of Forest,Sarah Garcia,1970.0,Bloomsbury,50,"Paul, None",,,,
72e209a8,1524927366,8,Hidden Journey,William Smith,2000.0,Cambridge Press,75,"Delattre, None",,,,
3d31f94d,3775265003,7,Ancient Mountain,William Harris,2004.0,Hachette,61,"Guérin-sur-Reynaud, None",,,,
4f4bc85b,1473645096,5,Forgotten Legacy: Tale of Tale,Daniel Jones,1971.0,Simon & Schuster,80,"Millet-sur-Duhamel, None",,,,
e5290713,2299877547,7,Broken Dream,Charles Brown,1974.0,HarperCollins,50,"Paul, None",,,,
2b7982c5,7303526948,9,Dark World,David Brown,1973.0,Macmillan,27,"Sanchez, None",,,,
edfffdfa,5873634072,6,Golden Mountain: Shadow of Journey,Anna Smith,1950.0,Oxford Press,34,"Saint Thérèse-les-Bains, None",,,,
f41736a3,3438893284,6,Secret Dawn,Auteur Inconnu,1971.0,Simon & Schuster,21,"Pichon-sur-Mer, None",,,,
1abd4bf7,1617301437,8,Forgotten City,Emma Lee,1957.0,Cambridge Press,35,"Marin-sur-Baudry, None",,,,
0615b4e4,2147770993,7,Modern Song,Anna Anderson,1951.0,Crown Publishing,31,"Saint Christophe-les-Bains, None",,,,
56122779,1767162302,7,Broken Tower: Dusk of Mountain,Olivia Moore,1964.0,Vintage Books,48,"Guillou, None",,,,
4017a3e2,6074170925,9,Endless River: Empire of Dusk,William Martinez,1979.0,HarperCollins,79,"Thomas, None",,,,
0816d85e,6074170925,9,Endless River: Empire of Dusk,William Martinez,1979.0,HarperCollins,61,"Saint Françoisenec, None",,,,
4bb64b14,6247033847,9,Silver Tale,Alice Harris,1979.0,Simon & Schuster,68,"ArnaudVille, None",,,,
b85313d9,8407122235,9,Eternal City,Alice Thompson,1984.0,Simon & Schuster,17,"Sainte Michèle, None",,,,
9526cc49,1778421600,8,Sacred Dawn: Mountain of Wind,William Martin,1974.0,Macmillan,52,"Saint MarineBourg, None",,,,
3f25f890,2568624489,6,Modern Dream: Wind of Bridge,George Williams,2017.0,Hachette,25,"Martin-sur-Leblanc, None",,,,
3987cb78,2368152086,6,Silent Dusk: Storm of Shadow,Emily Brown,1959.0,Hachette,28,"Lemonniernec, None",,,,
a2f09487,9015018347,8,Digital Tower,George White,2009.0,Oxford Press,49,"Sainte Auguste, None",,,,
80bf7c67,4069743339,9,Secret Tale: Legacy of Dream,James Williams,2011.0,Vintage Books,84,"Fernandez-sur-Besnard, None",,,,
1abd4bf7,3052337214,9,Wild Forest,Olivia Rodriguez,1998.0,Scholastic,35,"Marin-sur-Baudry, None",,,,
4f56339d,1931448118,10,Forgotten Path,Robert Harris,1954.0,Penguin Books,60,"Gautier, None",,,,
5eeecd65,2198385957,8,Dark Mystery: Dawn of Mystery,Claire Miller,1976.0,HarperCollins,56,"BodinBourg, None",,,,
fca5d4d7,3351541706,9,Digital Wind,Anna Brown,1989.0,Penguin Books,29,"Saint Lucie, None",,,,
5e5c13ac,2392457631,8,The Great Chronicle,Daniel Thompson,1981.0,Cambridge Press,64,"Cohen-les-Bains, None",,,,
20be29f7,9790943877,4,Wild Star,Robert Moore,1977.0,Vintage Books,48,"Sainte Nathnec, None",,,,
b6ce1935,1594884797,6,Golden Storm: Forest of City,George Thomas,2009.0,Bloomsbury,76,"Perret, None",,,,
1b628c8c,6987396598,9,Brave Ocean: Bridge of Dawn,Charles Thomas,2015.0,Macmillan,56,"Saint PauletteBourg, None",,,,
f0aa20e7,3570293520,6,Brave River: Horizon of Storm,Michael Martin,2019.0,Random House,81,"Pinto-sur-Mer, None",,,,
de7bf279,6601483708,8,The Great Moon,Michael Taylor,1960.0,Random House,38,"Leblanc-sur-Mer, None",,,,
27e17d0a,1031332119,8,Ancient River,Michael Davis,1993.0,Penguin Books,36,"Mailletnec, None",,,,
f12cee00,2756856502,9,Forgotten Journey: Garden of Song,Alice Johnson,1962.0,Macmillan,52,"Saint Matthieudan, None",,,,
71235ffe,8220618811,8,Secret Sun,Laura Harris,1964.0,Hachette,35,"Baron, None",,,,
6c4165c3,5093243876,8,Forgotten Dream: Wind of Ocean,Anna Harris,1982.0,Crown Publishing,45,"Baudry-sur-Pasquier, None",,,,
31515d68,8593025787,6,Digital Path,Charles Thomas,1979.0,Cambridge Press,26,"Bousquetnec, None",,,,
860e5c19,5309913901,7,Eternal Legacy: Shadow of Kingdom,James Brown,1994.0,HarperCollins,55,"Meuniernec, None",,,,
0615b4e4,3508443416,7,Forgotten Dusk,Michael Thomas,1962.0,HarperCollins,31,"Saint Christophe-les-Bains, None",,,,
088694e3,8188045921,5,Hidden Path,Michael Anderson,1994.0,Simon & Schuster,70,"Lagardenec, None",,,,
def827cc,0618260307,8,Brave Ocean (Real ISBN),Sarah Garcia,2003.0,Bloomsbury,29,"Sainte ValentineBourg, None",,,,
6e68e379,1709315918,7,Hidden Star: Dream of Dusk,Olivia Lee,2013.0,Crown Publishing,21,"Sainte Maurice, None",,,,
4a0d8916,3502911195,5,Hidden Chronicle,Michael Taylor,1962.0,Bloomsbury,58,"Sanchez, None",,,,
2e73f027,5168133184,8,Modern Mountain,Auteur Inconnu,1973.0,Crown Publishing,33,"Lebrun, None",,,,
35f87b48,7619950719,6,Silent Mystery,Laura Taylor,1991.0,Scholastic,46,"Saint Alexandrie-la-Forêt, None",,,,
59fd5976,9212484646,7,Brave Wind: Path of Fire,Olivia Miller,2002.0,Oxford Press,25,"Saint Zacharie, None",,,,
87986496,9234556541,7,Wild Mystery,William Thomas,1959.0,HarperCollins,45,"Bernier, None",,,,
bfe6220b,3951230026,7,Silent Chronicle,William Anderson,1979.0,Scholastic,43,"Pages, None",,,,
a5d61556,1473645096,10,Forgotten Legacy: Tale of Tale,Daniel Jones,1971.0,Simon & Schuster,23,"Collet, None",,,,
9909e0e4,9699048148,10,Wild Tower,George Taylor,1986.0,Bloomsbury,71,"Bonnetboeuf, None",,,,
6768617e,8825167637,9,The Great Ocean,William Williams,1962.0,Vintage Books,76,"Jolynec, None",,,,
2118dfd0,9015018347,9,Digital Tower,George White,2009.0,Oxford Press,15,"Charrierboeuf, None",,,,
